label	replace by
FISHERIES MANAGEMENT AND ECOLOGY	Plant & Animal Science
FISHERY BULLETIN	Plant & Animal Science
CRYPTOGAMIE MYCOLOGIE	Plant & Animal Science
HELGOLAND MARINE RESEARCH	Plant & Animal Science
RESEARCH IN VETERINARY SCIENCE	Plant & Animal Science
PLANT BREEDING	Plant & Animal Science
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION	Plant & Animal Science
ANIMAL HEALTH RESEARCH REVIEWS	Plant & Animal Science
EUROPEAN JOURNAL OF PLANT PATHOLOGY	Plant & Animal Science
Plant Biotechnology Reports	Plant & Animal Science
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES	Plant & Animal Science
CRYPTOGAMIE ALGOLOGIE	Plant & Animal Science
VETERINARY ANAESTHESIA AND ANALGESIA	Plant & Animal Science
JOURNAL OF FORESTRY	Plant & Animal Science
Avian Conservation and Ecology	Plant & Animal Science
TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY	Plant & Animal Science
INTERNATIONAL REVIEW OF HYDROBIOLOGY	Plant & Animal Science
JOURNAL OF REPRODUCTION AND DEVELOPMENT	Plant & Animal Science
Arthropod-Plant Interactions	Plant & Animal Science
REVISTA IBEROAMERICANA DE MICOLOGIA	Plant & Animal Science
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	Plant & Animal Science
FISH PHYSIOLOGY AND BIOCHEMISTRY	Plant & Animal Science
Marine and Coastal Fisheries	Plant & Animal Science
FOREST PATHOLOGY	Plant & Animal Science
FOLIA GEOBOTANICA	Plant & Animal Science
JOURNAL OF INSECT CONSERVATION	Plant & Animal Science
CONDOR	Plant & Animal Science
PHYCOLOGICAL RESEARCH	Plant & Animal Science
JOURNAL OF ORNITHOLOGY	Plant & Animal Science
KOEDOE	Plant & Animal Science
SEED SCIENCE RESEARCH	Plant & Animal Science
ENVIRONMENTAL BIOLOGY OF FISHES	Plant & Animal Science
EUROPEAN JOURNAL OF WILDLIFE RESEARCH	Plant & Animal Science
AMPHIBIA-REPTILIA	Plant & Animal Science
CRYPTOGAMIE BRYOLOGIE	Plant & Animal Science
AQUACULTURAL ENGINEERING	Plant & Animal Science
SYSTEMATIC AND APPLIED ACAROLOGY	Plant & Animal Science
ANIMAL REPRODUCTION SCIENCE	Plant & Animal Science
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY	Plant & Animal Science
ANNALS OF THE MISSOURI BOTANICAL GARDEN	Plant & Animal Science
Journal of Veterinary Behavior-Clinical Applications and Research	Plant & Animal Science
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING	Plant & Animal Science
PLANT SYSTEMATICS AND EVOLUTION	Plant & Animal Science
PLANT BIOSYSTEMS	Plant & Animal Science
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	Plant & Animal Science
Phytochemistry Letters	Plant & Animal Science
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY	Plant & Animal Science
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS	Plant & Animal Science
NEW FORESTS	Plant & Animal Science
AVIAN PATHOLOGY	Plant & Animal Science
JOURNAL OF NEMATOLOGY	Plant & Animal Science
AQUATIC LIVING RESOURCES	Plant & Animal Science
JOURNAL OF BRYOLOGY	Plant & Animal Science
ARCHIVES OF ANIMAL NUTRITION	Plant & Animal Science
BEHAVIOURAL PROCESSES	Plant & Animal Science
BEHAVIOURAL PROCESSES	Plant & Animal Science
Botany	Plant & Animal Science
BEHAVIOUR	Plant & Animal Science
ENVIRONMENTAL ENTOMOLOGY	Plant & Animal Science
HERPETOLOGICA	Plant & Animal Science
PLANT SPECIES BIOLOGY	Plant & Animal Science
VETERINARY SURGERY	Plant & Animal Science
Livestock Science	Plant & Animal Science
BOTANICAL REVIEW	Plant & Animal Science
LICHENOLOGIST	Plant & Animal Science
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS	Plant & Animal Science
JOURNAL OF SWINE HEALTH AND PRODUCTION	Plant & Animal Science
JOURNAL OF WOOD SCIENCE	Plant & Animal Science
INSECTES SOCIAUX	Plant & Animal Science
Aquatic Biology	Plant & Animal Science
CANADIAN JOURNAL OF PLANT PATHOLOGY	Plant & Animal Science
BOTANICA MARINA	Plant & Animal Science
SALAMANDRA	Plant & Animal Science
EXPERIMENTAL ANIMALS	Plant & Animal Science
JOURNAL OF FISH BIOLOGY	Plant & Animal Science
SOUTH AFRICAN JOURNAL OF BOTANY	Plant & Animal Science
JOURNAL OF VECTOR ECOLOGY	Plant & Animal Science
ZOOMORPHOLOGY	Plant & Animal Science
ACTA VETERINARIA SCANDINAVICA	Plant & Animal Science
INVERTEBRATE BIOLOGY	Plant & Animal Science
Journal of Experimental Zoology Part A-Ecological Genetics and Physiology	Plant & Animal Science
ACTA SOCIETATIS BOTANICORUM POLONIAE	Plant & Animal Science
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION	Plant & Animal Science
JOURNAL OF FELINE MEDICINE AND SURGERY	Plant & Animal Science
MALACOLOGIA	Plant & Animal Science
Invasive Plant Science and Management	Plant & Animal Science
ACTA ETHOLOGICA	Plant & Animal Science
Advances in Botanical Research	Plant & Animal Science
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION	Plant & Animal Science
Journal of Plant Interactions	Plant & Animal Science
SCIENTIA MARINA	Plant & Animal Science
JOURNAL OF MARINE RESEARCH	Plant & Animal Science
JOURNAL OF WILDLIFE DISEASES	Plant & Animal Science
JOURNAL OF MOLLUSCAN STUDIES	Plant & Animal Science
TURKISH JOURNAL OF BOTANY	Plant & Animal Science
AQUACULTURE ECONOMICS & MANAGEMENT	Plant & Animal Science
JOURNAL OF COMPARATIVE PATHOLOGY	Plant & Animal Science
MYCOSCIENCE	Plant & Animal Science
PACIFIC SCIENCE	Plant & Animal Science
Plant Ecology and Evolution	Plant & Animal Science
Botanical Studies	Plant & Animal Science
SILVA FENNICA	Plant & Animal Science
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT	Plant & Animal Science
COPEIA	Plant & Animal Science
ENTOMOLOGICAL SCIENCE	Plant & Animal Science
Reviews in Fisheries Science & Aquaculture	Plant & Animal Science
PRIMATES	Plant & Animal Science
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES	Plant & Animal Science
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	Plant & Animal Science
ANNALES ZOOLOGICI	Plant & Animal Science
Journal of Systematics and Evolution	Plant & Animal Science
AMERICAN JOURNAL OF VETERINARY RESEARCH	Plant & Animal Science
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE	Plant & Animal Science
JOURNAL OF GENERAL PLANT PATHOLOGY	Plant & Animal Science
Austral Entomology	Plant & Animal Science
ECONOMIC BOTANY	Plant & Animal Science
ACTA CHIROPTEROLOGICA	Plant & Animal Science
AVIAN DISEASES	Plant & Animal Science
ACAROLOGIA	Plant & Animal Science
APPLIED ENTOMOLOGY AND ZOOLOGY	Plant & Animal Science
Asian Myrmecology	Plant & Animal Science
SYSTEMATIC BOTANY	Plant & Animal Science
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM	Plant & Animal Science
ARCHIV FUR MOLLUSKENKUNDE	Plant & Animal Science
Phytotaxa	Plant & Animal Science
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY	Plant & Animal Science
SMALL RUMINANT RESEARCH	Plant & Animal Science
NEW ZEALAND VETERINARY JOURNAL	Plant & Animal Science
BRYOLOGIST	Plant & Animal Science
Journal of Veterinary Science	Plant & Animal Science
BULLETIN OF INSECTOLOGY	Plant & Animal Science
iForest-Biogeosciences and Forestry	Plant & Animal Science
International Journal of Plant Production	Plant & Animal Science
VETERINARY CLINICAL PATHOLOGY	Plant & Animal Science
PALYNOLOGY	Plant & Animal Science
NEMATOLOGY	Plant & Animal Science
AFRICAN JOURNAL OF MARINE SCIENCE	Plant & Animal Science
SCANDINAVIAN JOURNAL OF FOREST RESEARCH	Plant & Animal Science
AMERICAN MALACOLOGICAL BULLETIN	Plant & Animal Science
VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE	Plant & Animal Science
VETERINARY QUARTERLY	Plant & Animal Science
ANIMAL SCIENCE JOURNAL	Plant & Animal Science
IAWA JOURNAL	Plant & Animal Science
PHYTOPATHOLOGIA MEDITERRANEA	Plant & Animal Science
JOURNAL OF PLANT PATHOLOGY	Plant & Animal Science
EMU	Plant & Animal Science
PHYTOPARASITICA	Plant & Animal Science
JOURNAL OF HERPETOLOGY	Plant & Animal Science
AUSTRALASIAN PLANT PATHOLOGY	Plant & Animal Science
ICHTHYOLOGICAL RESEARCH	Plant & Animal Science
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT	Plant & Animal Science
BIRD CONSERVATION INTERNATIONAL	Plant & Animal Science
CANADIAN ENTOMOLOGIST	Plant & Animal Science
CCAMLR SCIENCE	Plant & Animal Science
WILDLIFE RESEARCH	Plant & Animal Science
ZOOTAXA	Plant & Animal Science
PhytoKeys	Plant & Animal Science
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA	Plant & Animal Science
ACTA ZOOLOGICA	Plant & Animal Science
VETERINARY RESEARCH COMMUNICATIONS	Plant & Animal Science
JOURNAL OF INSECT BEHAVIOR	Plant & Animal Science
Croatian Journal of Forest Engineering	Plant & Animal Science
Knowledge and Management of Aquatic Ecosystems	Plant & Animal Science
JOURNAL OF SMALL ANIMAL PRACTICE	Plant & Animal Science
FLORIDA ENTOMOLOGIST	Plant & Animal Science
WORLDS POULTRY SCIENCE JOURNAL	Plant & Animal Science
URSUS	Plant & Animal Science
WILDLIFE BIOLOGY	Plant & Animal Science
ATLA-ALTERNATIVES TO LABORATORY ANIMALS	Plant & Animal Science
AQUACULTURE INTERNATIONAL	Plant & Animal Science
Theoretical and Experimental Plant Physiology	Plant & Animal Science
Topics in Companion Animal Medicine	Plant & Animal Science
EUROPEAN JOURNAL OF ENTOMOLOGY	Plant & Animal Science
ZOO BIOLOGY	Plant & Animal Science
JOURNAL OF PHYTOPATHOLOGY	Plant & Animal Science
ACTA THERIOLOGICA	Plant & Animal Science
ZooKeys	Plant & Animal Science
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE	Plant & Animal Science
INTERNATIONAL FORESTRY REVIEW	Plant & Animal Science
JOURNAL OF MEDICAL PRIMATOLOGY	Plant & Animal Science
Journal of Forest Research	Plant & Animal Science
RAFFLES BULLETIN OF ZOOLOGY	Plant & Animal Science
VETERINARY RADIOLOGY & ULTRASOUND	Plant & Animal Science
JOURNAL OF CRUSTACEAN BIOLOGY	Plant & Animal Science
NORDIC JOURNAL OF BOTANY	Plant & Animal Science
VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE	Plant & Animal Science
NEW ZEALAND ENTOMOLOGIST	Plant & Animal Science
Plant Pathology Journal	Plant & Animal Science
Neotropical Ichthyology	Plant & Animal Science
Applications in Plant Sciences	Plant & Animal Science
Journal of the American Association for Laboratory Animal Science	Plant & Animal Science
REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES	Plant & Animal Science
JOURNAL OF VETERINARY MEDICAL EDUCATION	Plant & Animal Science
ANNALES BOTANICI FENNICI	Plant & Animal Science
BIRD STUDY	Plant & Animal Science
ZOOLOGICAL STUDIES	Plant & Animal Science
TURKISH JOURNAL OF ZOOLOGY	Plant & Animal Science
NOVA HEDWIGIA	Plant & Animal Science
AQUATIC MAMMALS	Plant & Animal Science
European Journal of Taxonomy	Plant & Animal Science
AUSTRALIAN MAMMALOGY	Plant & Animal Science
ACTA VETERINARIA HUNGARICA	Plant & Animal Science
TROPICAL ANIMAL HEALTH AND PRODUCTION	Plant & Animal Science
GRANA	Plant & Animal Science
ORNIS FENNICA	Plant & Animal Science
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH	Plant & Animal Science
JOURNAL OF AQUATIC ANIMAL HEALTH	Plant & Animal Science
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY	Plant & Animal Science
JOURNAL OF ETHOLOGY	Plant & Animal Science
CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS	Plant & Animal Science
JOURNAL OF PESTICIDE SCIENCE	Plant & Animal Science
Veterinaria Italiana	Plant & Animal Science
Italian Journal of Animal Science	Plant & Animal Science
FORESTRY CHRONICLE	Plant & Animal Science
ACTA ORNITHOLOGICA	Plant & Animal Science
South American Journal of Herpetology	Plant & Animal Science
Tropical Plant Pathology	Plant & Animal Science
NEOTROPICAL ENTOMOLOGY	Plant & Animal Science
JOURNAL OF SHELLFISH RESEARCH	Plant & Animal Science
ANIMAL WELFARE	Plant & Animal Science
IRISH VETERINARY JOURNAL	Plant & Animal Science
JOURNAL OF ASIA-PACIFIC ENTOMOLOGY	Plant & Animal Science
JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION	Plant & Animal Science
JOURNAL OF VETERINARY MEDICAL SCIENCE	Plant & Animal Science
PAKISTAN VETERINARY JOURNAL	Plant & Animal Science
HERZOGIA	Plant & Animal Science
ITALIAN JOURNAL OF ZOOLOGY	Plant & Animal Science
Small-Scale Forestry	Plant & Animal Science
ZOOLOGICAL SCIENCE	Plant & Animal Science
TROPICAL ZOOLOGY	Plant & Animal Science
HERPETOLOGICAL JOURNAL	Plant & Animal Science
Avian Biology Research	Plant & Animal Science
NEW ZEALAND JOURNAL OF BOTANY	Plant & Animal Science
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE	Plant & Animal Science
Zoosystematics and Evolution	Plant & Animal Science
TUEXENIA	Plant & Animal Science
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION	Plant & Animal Science
WOOD AND FIBER SCIENCE	Plant & Animal Science
Fundamental and Applied Limnology	Plant & Animal Science
JOURNAL OF APPLIED ICHTHYOLOGY	Plant & Animal Science
JOURNAL OF HYMENOPTERA RESEARCH	Plant & Animal Science
FOLIA PRIMATOLOGICA	Plant & Animal Science
ACTA BOTANICA GALLICA	Plant & Animal Science
JOURNAL OF RAPTOR RESEARCH	Plant & Animal Science
INTERNATIONAL JOURNAL OF ACAROLOGY	Plant & Animal Science
ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE	Plant & Animal Science
Herpetological Conservation and Biology	Plant & Animal Science
Forest Systems	Plant & Animal Science
NORTH AMERICAN JOURNAL OF AQUACULTURE	Plant & Animal Science
NEW ZEALAND JOURNAL OF ZOOLOGY	Plant & Animal Science
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES	Plant & Animal Science
JOURNAL DE MYCOLOGIE MEDICALE	Plant & Animal Science
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE	Plant & Animal Science
ANNALES ZOOLOGICI FENNICI	Plant & Animal Science
CIENCIAS MARINAS	Plant & Animal Science
HERPETOZOA	Plant & Animal Science
ACTA VETERINARIA-BEOGRAD	Plant & Animal Science
Annals of Forest Research	Plant & Animal Science
AFRICAN ZOOLOGY	Plant & Animal Science
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY	Plant & Animal Science
ACTA BOTANICA CROATICA	Plant & Animal Science
Brazilian Journal of Botany	Plant & Animal Science
JOURNAL OF EQUINE VETERINARY SCIENCE	Plant & Animal Science
CANADIAN JOURNAL OF PLANT SCIENCE	Plant & Animal Science
CANADIAN JOURNAL OF ANIMAL SCIENCE	Plant & Animal Science
Vertebrate Zoology	Plant & Animal Science
POLISH JOURNAL OF VETERINARY SCIENCES	Plant & Animal Science
WIENER TIERARZTLICHE MONATSSCHRIFT	Plant & Animal Science
Plant Biotechnology	Plant & Animal Science
RECORDS OF THE AUSTRALIAN MUSEUM	Plant & Animal Science
ARDEA	Plant & Animal Science
AFRICAN INVERTEBRATES	Plant & Animal Science
MOLLUSCAN RESEARCH	Plant & Animal Science
ANTHROPOLOGICAL SCIENCE	Plant & Animal Science
SOCIOBIOLOGY	Plant & Animal Science
SYDOWIA	Plant & Animal Science
AUSTRALIAN VETERINARY JOURNAL	Plant & Animal Science
ARDEOLA	Plant & Animal Science
Southern Forests	Plant & Animal Science
JOURNAL OF ARACHNOLOGY	Plant & Animal Science
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY	Plant & Animal Science
ANIMAL BIOTECHNOLOGY	Plant & Animal Science
LAB ANIMAL	Plant & Animal Science
ANALES DEL JARDIN BOTANICO DE MADRID	Plant & Animal Science
SPIXIANA	Plant & Animal Science
JOURNAL OF THE WORLD AQUACULTURE SOCIETY	Plant & Animal Science
CRUSTACEANA	Plant & Animal Science
PLANT PROTECTION SCIENCE	Plant & Animal Science
REVISTA BRASILEIRA DE ENTOMOLOGIA	Plant & Animal Science
JOURNAL OF FORESTRY RESEARCH	Plant & Animal Science
PAKISTAN JOURNAL OF BOTANY	Plant & Animal Science
FISHERIES SCIENCE	Plant & Animal Science
Mycosphere	Plant & Animal Science
ORNITHOLOGICAL SCIENCE	Plant & Animal Science
BRITTONIA	Plant & Animal Science
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT	Plant & Animal Science
JOURNAL OF INSECT SCIENCE	Plant & Animal Science
AUSTRALIAN SYSTEMATIC BOTANY	Plant & Animal Science
TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY	Plant & Animal Science
ENTOMOLOGICAL RESEARCH	Plant & Animal Science
Dendrobiology	Plant & Animal Science
NORTHERN JOURNAL OF APPLIED FORESTRY	Plant & Animal Science
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE	Plant & Animal Science
JOURNAL OF ENTOMOLOGICAL SCIENCE	Plant & Animal Science
Journal of Veterinary Cardiology	Plant & Animal Science
ZOOLOGY IN THE MIDDLE EAST	Plant & Animal Science
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA	Plant & Animal Science
Botanical Sciences	Plant & Animal Science
ACTA ICHTHYOLOGICA ET PISCATORIA	Plant & Animal Science
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE	Plant & Animal Science
ANIMAL BIOLOGY	Plant & Animal Science
ANATOMIA HISTOLOGIA EMBRYOLOGIA	Plant & Animal Science
EQUINE VETERINARY EDUCATION	Plant & Animal Science
REDIA-GIORNALE DI ZOOLOGIA	Plant & Animal Science
Latin American Journal of Aquatic Research	Plant & Animal Science
JOURNAL OF TROPICAL FOREST SCIENCE	Plant & Animal Science
MYCOTAXON	Plant & Animal Science
Russian Journal of Marine Biology	Plant & Animal Science
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH	Plant & Animal Science
HELMINTHOLOGIA	Plant & Animal Science
CAHIERS DE BIOLOGIE MARINE	Plant & Animal Science
CHELONIAN CONSERVATION AND BIOLOGY	Plant & Animal Science
FISH PATHOLOGY	Plant & Animal Science
Annals of Animal Science	Plant & Animal Science
INTERNATIONAL JOURNAL OF ODONATOLOGY	Plant & Animal Science
ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS	Plant & Animal Science
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON	Plant & Animal Science
FOLIA ZOOLOGICA	Plant & Animal Science
AUSTRALIAN JOURNAL OF ZOOLOGY	Plant & Animal Science
Acta Botanica Brasilica	Plant & Animal Science
Zoologia	Plant & Animal Science
AMERICAN FERN JOURNAL	Plant & Animal Science
ANNALS OF CARNEGIE MUSEUM	Plant & Animal Science
BELGIAN JOURNAL OF ZOOLOGY	Plant & Animal Science
JOURNAL OF APPLIED POULTRY RESEARCH	Plant & Animal Science
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE	Plant & Animal Science
COLEOPTERISTS BULLETIN	Plant & Animal Science
Animal Reproduction	Plant & Animal Science
JOURNAL OF APICULTURAL SCIENCE	Plant & Animal Science
Tropical Plant Biology	Plant & Animal Science
ACTA ADRIATICA	Plant & Animal Science
VETERINARNI MEDICINA	Plant & Animal Science
BOSQUE	Plant & Animal Science
Turkish Journal of Fisheries and Aquatic Sciences	Plant & Animal Science
Wilson Journal of Ornithology	Plant & Animal Science
JOURNAL OF AVIAN MEDICINE AND SURGERY	Plant & Animal Science
ZOOSYSTEMA	Plant & Animal Science
AUSTRALIAN FORESTRY	Plant & Animal Science
JOURNAL OF THE TORREY BOTANICAL SOCIETY	Plant & Animal Science
North-Western Journal of Zoology	Plant & Animal Science
MAMMALIA	Plant & Animal Science
THALASSAS	Plant & Animal Science
JOURNAL OF VETERINARY DENTISTRY	Plant & Animal Science
BALTIC FORESTRY	Plant & Animal Science
BOLETIM DO INSTITUTO DE PESCA	Plant & Animal Science
AFRICAN ENTOMOLOGY	Plant & Animal Science
ODONATOLOGICA	Plant & Animal Science
OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES	Plant & Animal Science
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE	Plant & Animal Science
SOUTHERN JOURNAL OF APPLIED FORESTRY	Plant & Animal Science
WATERBIRDS	Plant & Animal Science
JOURNAL OF ANIMAL AND FEED SCIENCES	Plant & Animal Science
JOURNAL OF PLANT NUTRITION	Plant & Animal Science
JOURNAL OF APPLIED ANIMAL RESEARCH	Plant & Animal Science
Acta Herpetologica	Plant & Animal Science
Asian Herpetological Research	Plant & Animal Science
HASELTONIA	Plant & Animal Science
Ocean Science Journal	Plant & Animal Science
Willdenowia	Plant & Animal Science
ARCHIV FUR TIERZUCHT-ARCHIVES OF ANIMAL BREEDING	Plant & Animal Science
SCHWEIZER ARCHIV FUR TIERHEILKUNDE	Plant & Animal Science
CYBIUM	Plant & Animal Science
BOTHALIA	Plant & Animal Science
INVERTEBRATE REPRODUCTION & DEVELOPMENT	Plant & Animal Science
Erwerbs-Obstbau	Plant & Animal Science
FOREST PRODUCTS JOURNAL	Plant & Animal Science
RUSSIAN JOURNAL OF NEMATOLOGY	Plant & Animal Science
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT	Plant & Animal Science
PAKISTAN JOURNAL OF ZOOLOGY	Plant & Animal Science
SOUTHWESTERN ENTOMOLOGIST	Plant & Animal Science
Journal of Plant Diseases and Protection	Plant & Animal Science
FOLIA MORPHOLOGICA	Plant & Animal Science
BULLETIN OF THE VETERINARY INSTITUTE IN PULAWY	Plant & Animal Science
TELOPEA	Plant & Animal Science
Notulae Botanicae Horti Agrobotanici Cluj-Napoca	Plant & Animal Science
AFRICAN JOURNAL OF HERPETOLOGY	Plant & Animal Science
PAN-PACIFIC ENTOMOLOGIST	Plant & Animal Science
ACTA VETERINARIA BRNO	Plant & Animal Science
PHYTON-ANNALES REI BOTANICAE	Plant & Animal Science
Plant Genetic Resources-Characterization and Utilization	Plant & Animal Science
Journal of the South African Veterinary Association	Plant & Animal Science
Madera y Bosques	Plant & Animal Science
REVUE SUISSE DE ZOOLOGIE	Plant & Animal Science
WESTERN JOURNAL OF APPLIED FORESTRY	Plant & Animal Science
Journal of Animal and Plant Sciences	Plant & Animal Science
JOURNAL OF ZOO AND WILDLIFE MEDICINE	Plant & Animal Science
BLUMEA	Plant & Animal Science
Kafkas Universitesi Veteriner Fakultesi Dergisi	Plant & Animal Science
OSTRICH	Plant & Animal Science
JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY	Plant & Animal Science
RHODORA	Plant & Animal Science
Sylwan	Plant & Animal Science
SHILAP-REVISTA DE LEPIDOPTEROLOGIA	Plant & Animal Science
PACHYDERM	Plant & Animal Science
Journal of Exotic Pet Medicine	Plant & Animal Science
Planta Daninha	Plant & Animal Science
IRANIAN JOURNAL OF FISHERIES SCIENCES	Plant & Animal Science
ALLGEMEINE FORST UND JAGDZEITUNG	Plant & Animal Science
CANDOLLEA	Plant & Animal Science
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT	Plant & Animal Science
JOURNAL OF CONCHOLOGY	Plant & Animal Science
JOURNAL OF THE LEPIDOPTERISTS SOCIETY	Plant & Animal Science
NOVON	Plant & Animal Science
MAMMAL STUDY	Plant & Animal Science
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY	Plant & Animal Science
INTERNATIONAL JOURNAL OF PEST MANAGEMENT	Plant & Animal Science
Indian Journal of Traditional Knowledge	Plant & Animal Science
ORIENTAL INSECTS	Plant & Animal Science
KEW BULLETIN	Plant & Animal Science
